-177.47 60.29 16.0 -4.07e+17 3.48e+18 3.07e+18 -1.08e+18 2.32e+18 8.65e+17 23  X Y mw
-177.71 60.45 15.0 1.3200000000000002e+17 6.19e+18 6.32e+18 3.42e+17 1.46e+18 1.87e+18 23  X Y mw
123.73 22.23 24.2 -9.37e+17 6.59e+18 5.65e+18 -8.94e+17 -1.94e+17 3.02e+18 23  X Y mw
128.05 -1.79 37.0 3.96e+17 5.6599999999999994e+17 9.62e+17 1.48e+17 -4.75e+17 -5.31e+17 23  X Y mw
-73.32 -37.69 29.5 3.5e+17 5.7e+16 4.07e+17 8.57e+17 8.05e+17 -2.05e+17 23  X Y mw
-172.83 -15.21 45.3 -9.73e+17 2.28e+17 -7.46e+17 -1.1e+18 -4.02e+17 7.18e+17 23  X Y mw
147.3 -6.82 62.9 1.9e+18 -2.42e+18 -5.1400000000000006e+17 -3.52e+17 -7000000000000000.0 1.69e+17 23  X Y mw
96.53 33.18 17.9 -2.97e+17 1.22e+18 9.27e+17 -5.6599999999999994e+17 4.98e+17 -9.36e+17 23  X Y mw
96.79 33.05 15.7 -3.82e+18 2.24e+19 1.86e+19 -1.05e+19 -1.89e+18 -1.1e+19 23  X Y mw
-3.69 37.1 616.5 -2.16e+18 5.36e+17 -1.62e+18 1.3e+16 -3.23e+18 -1.75e+18 23  X Y mw
161.18 -11.04 36.1 1.98e+19 -2.03e+19 -4.1e+17 2.71e+18 2.68e+18 -1.41e+19 23  X Y mw
141.95 -3.67 26.8 -1.78e+17 -7.47e+17 -9.25e+17 6.17e+17 3.62e+17 -4.08e+17 23  X Y mw
96.74 2.07 17.6 1.72e+20 -1.06e+20 6.629999999999999e+19 4.9699999999999993e+20 3.98e+20 -7.71e+19 23  X Y mw
125.07 -0.25 28.4 5.0500000000000006e+17 -7.73e+17 -2.68e+17 1.71e+18 -1.52e+17 4.39e+17 23  X Y mw
-115.39 32.31 12.8 -2.29e+19 -6.419999999999999e+19 -8.71e+19 4.3e+18 5.7e+18 5.4e+18 23  X Y mw
-73.2 -36.33 30.4 5.22e+17 5.1e+16 5.73e+17 -9.3e+16 9.789999999999999e+17 1.22e+17 23  X Y mw
92.76 13.58 30.5 -4.96e+18 -1.26e+18 -6.22e+18 9.5e+17 3.82e+18 -9.34e+18 23  X Y mw
-73.44 -35.56 12.0 5.1400000000000006e+17 2.1e+16 5.35e+17 -6.1e+16 9.6e+17 1.64e+17 23  X Y mw
-71.31 -28.11 41.4 1.59e+18 9.4e+16 1.69e+18 4.2e+17 -4.26e+17 2.81e+17 23  X Y mw
119.8 13.85 19.6 5.97e+17 1.3099999999999998e+17 7.28e+17 -1.61e+17 8.21e+17 -1.26e+17 23  X Y mw
152.33 -3.32 413.5 -8.14e+18 6.46e+18 -1.69e+18 4.47e+18 -1.6e+18 -2.62e+18 23  X Y mw
-73.63 -36.49 13.4 4.94e+18 2.9e+17 5.23e+18 1.1400000000000001e+18 1.03e+19 2.8000000000000003e+17 23  X Y mw
-73.85 -35.96 12.0 1.1499999999999999e+18 -3.2e+16 1.1200000000000001e+18 -2.45e+17 2.11e+18 2.86e+17 23  X Y mw
141.98 37.7 45.9 5.55e+18 -2.82e+17 5.27e+18 1.83e+18 -4.97e+18 2.0699999999999997e+18 23  X Y mw
128.09 -1.6 58.0 9.9e+16 5.35e+18 5.45e+18 2.0399999999999997e+18 -8.73e+17 -7.49e+17 23  X Y mw
-72.13 -34.53 16.3 -5.9e+18 2.4e+17 -5.66e+18 -1.27e+19 -3.2000000000000004e+19 -2.7e+17 23  X Y mw
